# source=Extracted from Arma 3 PBO config dumps via SQF/config parser; RHA values calibrated against NIJ 0101.06, NIJ 0108.01
# confidence=Estimated for vanilla items, researched for DLC/CDLC items (see data/armor/standards/ & data/sources/)
# classname	item_type	clothing_category	primary_material	backing_material	thickness_mm	nij_rating	rha_mm	confidence	manufacturer	model	camo
Bush_DPM_S_R	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Dpm S R	DPM
Bush_DPM_S_R_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Dpm S R X5	DPM
Bush_MTPMesh_NS_F	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh Ns F	MTP
Bush_MTPMesh_NS_F_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh Ns F X5	MTP
Bush_MTPMesh_NS_NC	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh Ns Nc	MTP
Bush_MTPMesh_NS_NC_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh Ns Nc X5	MTP
Bush_MTPMesh_NS_R	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh Ns R	MTP
Bush_MTPMesh_NS_R_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh Ns R X5	MTP
Bush_MTPMesh_S_F	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh S F	MTP
Bush_MTPMesh_S_F_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh S F X5	MTP
Bush_MTPMesh_S_NC	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh S Nc	MTP
Bush_MTPMesh_S_NC_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh S Nc X5	MTP
Bush_MTPMesh_S_R	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh S R	MTP
Bush_MTPMesh_S_R_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtpmesh S R X5	MTP
Bush_MTP_NS_F	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp Ns F	MTP
Bush_MTP_NS_F_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp Ns F X5	MTP
Bush_MTP_NS_NC	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp Ns Nc	MTP
Bush_MTP_NS_NC_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp Ns Nc X5	MTP
Bush_MTP_NS_R	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp Ns R	MTP
Bush_MTP_NS_R_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp Ns R X5	MTP
Bush_MTP_S_F	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp S F	MTP
Bush_MTP_S_F_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp S F X5	MTP
Bush_MTP_S_NC	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp S Nc	MTP
Bush_MTP_S_NC_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp S Nc X5	MTP
Bush_MTP_S_R	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp S R	MTP
Bush_MTP_S_R_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Mtp S R X5	MTP
Bush_RDBS_NS_F	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs Ns F	
Bush_RDBS_NS_F_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs Ns F X5	
Bush_RDBS_NS_NC	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs Ns Nc	
Bush_RDBS_NS_NC_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs Ns Nc X5	
Bush_RDBS_NS_R	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs Ns R	
Bush_RDBS_NS_R_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs Ns R X5	
Bush_RDBS_S_F	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs S F	
Bush_RDBS_S_F_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs S F X5	
Bush_RDBS_S_NC	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs S Nc	
Bush_RDBS_S_NC_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs S Nc X5	
Bush_RDBS_S_R	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs S R	
Bush_RDBS_S_R_X5	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Bush Rdbs S R X5	
CR_AnimeShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Animeshirt	
CR_BloodShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Bloodshirt	
CR_CatShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Catshirt	
CR_CenaShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Cenashirt	
CR_CheShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Cheshirt	
CR_ColgateShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Colgateshirt	
CR_G_Balaclava_pink	Glasses	balaclava	cloth		0.0	N/A	0	0.77	Generic	Balaclava	
CR_GunsShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Gunsshirt	
CR_H_Autism	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Autism	
CR_H_Murica	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.71	Generic	Bandanna	
CR_Hawaii_Shirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Hawaii Shirt	
CR_ISISShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Isisshirt	
CR_MisfitShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Misfitshirt	
CR_MothShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Mothshirt	
CR_MuricaShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Muricashirt	
CR_PinkCamo	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Pinkcamo	
CR_Postal_Dude_Shirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Postal Dude Shirt	
CR_PresidenteShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Presidenteshirt	
CR_ShrekShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Shrekshirt	
CR_SpidercatShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Spidercatshirt	
CR_TargetShirt	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Targetshirt	
CR_TemplerCamo	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Templercamo	
CTSFO_G3_LegH_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
CTSFO_JPC_v1_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.59	Crye Precision	JPC	
CTSFO_Jeans_Top_LegH_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Jeans Top Legh V1 1 W	
CTSFO_Jeans_Top_LegH_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Jeans Top Legh V1 2 W	
CTSFO_Jeans_Top_LegH_v1_3_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Jeans Top Legh V1 3 W	
CTSFO_MMAC_v1_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.62	Eagle Industries	MMAC	
CTSFO_MMAC_v2_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.62	Eagle Industries	MMAC	
CTSFO_MMAC_v3_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.62	Eagle Industries	MMAC	
CTSFO_MMAC_v4_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.62	Eagle Industries	MMAC	
CTSFO_MMAC_v5_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.62	Eagle Industries	MMAC	
CTSFO_OPS_CORE_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core 1 1	Black
CTSFO_OPS_CORE_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core 1 2	Black
CTSFO_OPS_CORE_1_3	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core 1 3	
CTSFO_OPS_CORE_1_4	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core 1 4	Black
CTSFO_OPS_CORE_1_5	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core 1 5	Black
CTSFO_OPS_CORE_1_6	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core 1 6	
CTSFO_OPS_CORE_FM53_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Fm53 1 1	Black
CTSFO_OPS_CORE_FM53_2_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Fm53 2 1	Black
CTSFO_OPS_CORE_FM53_3_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Fm53 3 1	Black
CTSFO_OPS_CORE_Goggles_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Goggles 1 1	Black
CTSFO_OPS_CORE_Goggles_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Goggles 1 2	Black
CTSFO_OPS_CORE_Goggles_1_3	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Goggles 1 3	
CTSFO_OPS_CORE_Goggles_1_4	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Goggles 1 4	Black
CTSFO_OPS_CORE_Goggles_1_5	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Goggles 1 5	Black
CTSFO_OPS_CORE_Goggles_1_6	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Goggles 1 6	
CTSFO_OPS_CORE_Manta_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Manta 1 1	Black
CTSFO_OPS_CORE_Manta_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Manta 1 2	Black
CTSFO_OPS_CORE_Manta_1_3	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Manta 1 3	
CTSFO_OPS_CORE_Manta_1_4	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Manta 1 4	Black
CTSFO_OPS_CORE_Manta_1_5	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Manta 1 5	Black
CTSFO_OPS_CORE_Manta_1_6	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core Manta 1 6	
CTSFO_OPS_CORE_S10_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Ctsfo Ops Core S10 1 1	Black
CTSFO_Pants_Top_LegH_LegM_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh Legm V1 1 W	
CTSFO_Pants_Top_LegH_LegM_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh Legm V1 2 W	
CTSFO_Pants_Top_LegH_LegM_v1_3_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh Legm V1 3 W	
CTSFO_Pants_Top_LegH_LegM_v1_4_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh Legm V1 4 W	
CTSFO_Pants_Top_LegH_LegM_v1_5_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh Legm V1 5 W	
CTSFO_Pants_Top_LegH_LegM_v1_6_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh Legm V1 6 W	
CTSFO_Pants_Top_LegH_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh V1 1 W	
CTSFO_Pants_Top_LegH_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh V1 2 W	
CTSFO_Pants_Top_LegH_v1_3_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Ctsfo Pants Top Legh V1 3 W	
CTSFO_SRO_v1_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	
CTSFO_SRO_v1_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Black
CTSFO_SRO_v2_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	
CTSFO_SRO_v2_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Black
CTSFO_SRO_v3_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	
CTSFO_SRO_v3_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Black
CTSFO_SRO_v4_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	
CTSFO_SRO_v4_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Black
CTSFO_SRO_v5_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	
CTSFO_SRO_v5_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Black
CUP_Beard_Black	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.30	Generic	Beard	Black
CUP_Beard_Blonde	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.30	Generic	Beard Blonde	
CUP_G_Beard_Shades_Blonde	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Beard Shades Blonde	
CUP_G_PMC_Facewrap_Black_Glasses_Ember	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Facewrap Black Glasses Ember	Black
CUP_G_PMC_Facewrap_Tan_Glasses_Dark	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Facewrap Tan Glasses Dark	
CUP_G_PMC_Facewrap_Tan_Glasses_Ember	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Facewrap Tan Glasses Ember	
CUP_G_PMC_Facewrap_Tropical_Glasses_Dark	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Facewrap Tropical Glasses Dark	
CUP_G_PMC_Facewrap_Tropical_Glasses_Ember	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Facewrap Tropical Glasses Ember	
CUP_G_PMC_Facewrap_Winter_Glasses_Dark	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Facewrap Winter Glasses Dark	
CUP_G_PMC_Facewrap_Winter_Glasses_Ember	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Facewrap Winter Glasses Ember	
CUP_G_PMC_RadioHeadset_Glasses_Dark	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Radioheadset Glasses Dark	
CUP_G_PMC_RadioHeadset_Glasses_Ember	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Radioheadset Glasses Ember	
CUP_G_TK_RoundGlasses	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Tk Roundglasses	
CUP_G_TK_RoundGlasses_blk	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Tk Roundglasses	Black
CUP_G_TK_RoundGlasses_gold	Glasses	eyewear	polycarbonate		0.0	N/A	0	0.50	Generic	Tk Roundglasses Gold	
CUP_H_AFU_HelmetACH_ESS_Headset_MM_14	Headgear	headset	polycarbonate		200.0	N/A	12	0.65	ESS	Eyewear	
CUP_H_AFU_HelmetACH_ESS_MM_14	Headgear	ballistic_helmet	composite_kevlar		20.0	N/A	12	0.62	ESS	Eyewear	
CUP_H_AFU_HelmetACH_GCOVERED_Headset_MM_14	Headgear	headset	polycarbonate		200.0	N/A	12	0.65	Generic	Afu Helmetach Gcovered Headset Mm 14	
CUP_H_AFU_HelmetACH_GCOVERED_MM_14	Headgear	ballistic_helmet	composite_kevlar		20.0	N/A	12	0.40	Generic	Afu Helmetach Gcovered Mm 14	
CUP_H_AFU_HelmetACH_Headset_MM_14	Headgear	headset	polycarbonate		200.0	N/A	12	0.65	Generic	Afu Helmetach Headset Mm 14	
CUP_H_AFU_HelmetACH_MM_14	Headgear	ballistic_helmet	composite_kevlar		20.0	N/A	12	0.40	Generic	Afu Helmetach Mm 14	
CUP_H_AFU_patrol_cap_MM14	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Afu Patrol Cap Mm14	
CUP_H_CDF_H_PASGT_DST	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.65	Gentex	PASGT	
CUP_H_CDF_H_PASGT_FST	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.65	Gentex	PASGT	
CUP_H_CDF_H_PASGT_MNT	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.65	Gentex	PASGT	
CUP_H_CDF_H_PASGT_SNW	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.65	Gentex	PASGT	Snow
CUP_H_CDF_H_PASGT_UN	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.65	Gentex	PASGT	
CUP_H_CDF_OfficerCap_DST	Headgear	cap	composite_kevlar		0.0	N/A	0	0.40	Generic	Cdf Officercap Dst	
CUP_H_CDF_OfficerCap_FST	Headgear	cap	composite_kevlar		0.0	N/A	0	0.40	Generic	Cdf Officercap Fst	
CUP_H_CDF_OfficerCap_MNT	Headgear	cap	composite_kevlar		0.0	N/A	0	0.40	Generic	Cdf Officercap Mnt	
CUP_H_CDF_OfficerCap_SNW	Headgear	cap	composite_kevlar		0.0	N/A	0	0.40	Generic	Cdf Officercap	Snow
CUP_H_CDF_OfficerCap_UN	Headgear	cap	composite_kevlar		0.0	N/A	0	0.40	Generic	Cdf Officercap	
CUP_H_ChDKZ_Beanie	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Chdkz Beanie	
CUP_H_ChDKZ_Beret	Headgear	beret	composite_kevlar		0.0	N/A	0	0.65	Generic	Beret	
CUP_H_ChDKZ_Cap	Headgear	cap	composite_kevlar		0.0	N/A	0	0.40	Generic	Chdkz Cap	
CUP_H_LWHv2_desert	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.59	USMC	LWH	
CUP_H_NAPA_Fedora	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Napa Fedora	
CUP_H_TK_Helmet	Headgear	ballistic_helmet	composite_kevlar		20.0	N/A	12	0.40	Generic	Tk Helmet	
CUP_H_TK_Lungee	Headgear	headwear	composite_kevlar		0.0	N/A	0	0.40	Generic	Tk Lungee	
CUP_H_TK_TankerHelmet	Headgear	ballistic_helmet	composite_kevlar		20.0	N/A	12	0.40	Generic	Tk Tankerhelmet	
CUP_H_WZ67	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.40	Generic	Wz67	
CUP_H_WZ67_EAGLE	Headgear	headwear	composite_kevlar		20.0	N/A	12	0.40	Generic	Wz67 Eagle	
CUP_U_B_AFU_ACU_Gloves_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_ACU_Kneepad_Gloves_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_ACU_Kneepad_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_ACU_Kneepad_Rolled_Gloves_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_ACU_Kneepad_Rolled_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_ACU_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_ACU_Rolled_Gloves_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_ACU_Rolled_M14	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_AFU_FATIGUES_M14	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Afu Fatigues M14	
CUP_U_B_CDF_DST_1	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Dst 1	
CUP_U_B_CDF_DST_2	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Dst 2	
CUP_U_B_CDF_FST_1	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Fst 1	
CUP_U_B_CDF_FST_2	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Fst 2	
CUP_U_B_CDF_MNT_1	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Mnt 1	
CUP_U_B_CDF_MNT_2	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Mnt 2	
CUP_U_B_CDF_SNW_1	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Snw 1	Snow
CUP_U_B_CDF_SNW_2	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Cdf Snw 2	Snow
CUP_U_B_HIL_ACU_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Gloves_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Gloves_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_Gloves_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_Gloves_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_Rolled_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_Rolled_Gloves_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_Rolled_Gloves_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_Rolled_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Kneepad_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Rolled_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Rolled_Gloves_CCE	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Rolled_Gloves_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_Rolled_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_B_HIL_ACU_TTS	Uniform	uniform	cloth		0.0	N/A	0	0.62	US Army	ACU	ACU
CUP_U_I_GUE_Anorak_01	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Anorak 01	
CUP_U_I_GUE_Anorak_02	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Anorak 02	
CUP_U_I_GUE_Anorak_03	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Anorak 03	
CUP_U_I_GUE_Flecktarn	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue	Flecktarn
CUP_U_I_GUE_Flecktarn2	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Flecktarn2	Flecktarn
CUP_U_I_GUE_Flecktarn3	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Flecktarn3	Flecktarn
CUP_U_I_GUE_Flecktarn4	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Flecktarn4	Flecktarn
CUP_U_I_GUE_Woodland1	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Woodland1	Woodland
CUP_U_I_GUE_WorkU_01	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Worku 01	
CUP_U_I_GUE_WorkU_02	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Gue Worku 02	
CUP_U_I_Ghillie_Top	Uniform	ghillie_suit	cloth		0.0	N/A	0	0.71	Generic	Ghillie Suit	
CUP_U_I_RACS_Desert_1	Uniform	uniform	cloth		0.0	N/A	0	0.75	Revision Military	Desert Locust	
CUP_U_I_RACS_Desert_2	Uniform	uniform	cloth		0.0	N/A	0	0.75	Revision Military	Desert Locust	
CUP_U_I_RACS_Desert_3	Uniform	uniform	cloth		0.0	N/A	0	0.75	Revision Military	Desert Locust	
CUP_U_I_RACS_PilotOverall	Uniform	coveralls	cloth		0.0	N/A	0	0.40	Generic	Racs Pilotoverall	
CUP_U_I_RACS_Urban_1	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Racs Urban 1	
CUP_U_I_RACS_Urban_2	Uniform	uniform	cloth		0.0	N/A	0	0.40	Generic	Racs Urban 2	
